date,TempMax,TempMin,TempMean,RelHumMax,RelHumMin,RelHumMean
1/1/1972,26.92,13.72,19.767,90.249,38.23,66.266
1/2/1972,24.65,12.33,18.825,93.62,43.909,68.214
1/3/1972,24.15,14.32,18.549,94.32,39.953,68.29
1/4/1972,24.47,11.29,18.124,94.066,38.128,69.626
1/5/1972,24.85,12.31,17.808,94.992,42.912,72.677
1/6/1972,25.16,10.87,17.348,97.826,41.959,75.442
1/7/1972,24.65,10.18,17.102,97.017,38.103,69.139
1/8/1972,23.73,10.62,16.321,83.844,30.324,61.051
1/9/1972,23.38,10.39,16.253,87.821,34.481,65.598
1/10/1972,23.3,10.52,16.217,90.919,40.688,66.819
1/11/1972,24.47,10.14,16.637,92.434,36.59,68.909
1/12/1972,24.51,10.4,16.927,91.336,32.531,65.396
1/13/1972,25.12,10.36,17.293,92.829,39.038,71.498
1/14/1972,25.14,12.31,17.728,95.188,42.709,73.184
1/15/1972,25.16,12.64,17.977,99.287,39.919,74.727
1/16/1972,26.25,12.47,18.801,96.944,35.766,68.886
1/17/1972,25.45,10.93,17.777,93.419,37.543,69.436
1/18/1972,26.01,10.78,17.811,91.193,31.021,63.443
1/19/1972,26.52,12.25,18.488,91.17,33.938,69.059
1/20/1972,26.83,11.64,18.523,94.146,35.255,70.115
1/21/1972,26.6,13.69,18.956,90.702,35.665,68.991
1/22/1972,25.59,12.83,18.603,99.159,40.227,72.269
1/23/1972,26.08,13.2,19.406,99.164,36.127,68.367
1/24/1972,26.97,13.7,19.827,90.787,35.841,64.544
1/25/1972,27.13,13.25,18.714,93.605,37.419,72.071
1/26/1972,27.2,13.73,19.228,92.234,42.333,74.041
1/27/1972,26.73,14.85,20.34,93.485,38.132,66.717
1/28/1972,27.24,15.79,21.244,93.609,38.175,63.982
1/29/1972,25.71,15.69,20.35,91.749,47.845,70.87
1/30/1972,26.12,16.06,20.317,96.681,49.845,73.936
1/31/1972,27.12,14.67,19.979,90.79,41.598,70.915
2/1/1972,27.08,16.65,21.004,95.3,40.035,71.241
2/2/1972,28.91,17.83,22.558,93.847,37.819,68.556
2/3/1972,26.64,17.46,21.353,95.732,49.825,77.301
2/4/1972,23.43,18.58,20.02,99.251,70.035,88.417
2/5/1972,22.77,18.08,19.617,96.424,70.054,87.598
2/6/1972,23.5,14.77,19.295,92.568,62.253,79.66
2/7/1972,20.29,10.04,16.079,92.803,44.992,68.932
2/8/1972,20.57,9.69,15.146,96.231,39.33,69.271
2/9/1972,20.35,10.62,15.009,97.364,39.566,70.849
2/10/1972,21.47,9.31,14.94,94.018,47.732,73.5
2/11/1972,23.46,9.27,16.53,93.451,39.011,69.287
2/12/1972,24.34,11.05,18.203,93.469,42.968,68.085
2/13/1972,23.69,13.99,18.574,90.685,50.181,71.798
2/14/1972,21.36,12.88,17.367,100.072,65.541,83.4
2/15/1972,21.67,12.03,16.901,96.996,43.111,71.472
2/16/1972,23.18,13.99,18.29,94.524,39.677,68.625
2/17/1972,25.58,13.72,18.952,88.04,35.043,63.645
2/18/1972,24.98,11.74,18.26,79.161,42.299,61.847
2/19/1972,24.24,10.41,17.066,81.538,32.655,61.27
2/20/1972,24.95,11.18,17.393,78.752,32.858,61.085
2/21/1972,26.49,12.69,18.287,85.722,33.475,63.673
2/22/1972,27.43,13.5,19.843,87.3,33.899,63.688
2/23/1972,26.57,14.64,20.334,88.468,37.684,66.173
2/24/1972,30.07,14.51,23.171,95.02,36.164,66.704
2/25/1972,30.42,15.69,22.152,92.431,21.724,55.292
2/26/1972,29.5,11.96,20.877,75.196,22.663,51.363
2/27/1972,28.39,12.32,19.66,91.056,18.783,49.594
2/28/1972,27.41,13.83,20.314,86.929,23.054,52.832
2/29/1972,28.15,14.5,21.332,89.527,22.898,53.309
3/1/1972,27.94,13.35,20.861,63.63,20.165,42.205
3/2/1972,28.94,12.89,21.058,79.709,16.716,45.514
3/3/1972,29.96,14.31,21.245,88.592,20.82,52.051
3/4/1972,30.73,13.1,22.383,90.262,25.731,55.993
3/5/1972,30.7,17.45,24.076,86.343,29.434,56.348
3/6/1972,29.69,17.02,23.28,86.281,43.642,60.226
3/7/1972,29.91,17.05,22.272,93.31,25.931,59.978
3/8/1972,31.12,17.63,23.286,95.498,20.172,59.509
3/9/1972,32.39,19.14,25.62,92.567,26.49,59.217
3/10/1972,32.79,18.26,25.741,92.135,19.555,49.312
3/11/1972,32.77,17.21,25.168,80.422,18.94,46.496
3/12/1972,33.34,18.27,24.78,85.265,17.1,52.38
3/13/1972,33.76,20.87,25.988,80.462,22.711,51.613
3/14/1972,33.91,22.2,26.885,96.683,33.033,63.974
3/15/1972,31.68,22.55,26.29,96.629,48.982,73.79
3/16/1972,33.16,22.63,26.681,98.527,32.25,68.668
3/17/1972,33.73,23.61,27.303,93.705,30.581,68.472
3/18/1972,34.69,23.28,27.995,97.17,31.055,68.064
3/19/1972,32.31,22.58,27.407,99.126,48.271,73.61
3/20/1972,33.44,23.08,27.374,96.768,44.105,72.642
3/21/1972,35.83,24.1,28.518,92.404,30.088,67.936
3/22/1972,34.51,24.05,28.655,99.3,29.711,67.013
3/23/1972,32.97,24.39,28.591,98.646,37.103,68.363
3/24/1972,34.07,22.73,27.582,93.485,29.787,66.267
3/25/1972,34.42,22.43,28.209,88.568,34.983,62.512
3/26/1972,34.6,23.86,29.264,89.27,35.794,59.4
3/27/1972,33.2,22.62,26.48,95.982,46.252,74.44
3/28/1972,31.55,21.16,25.81,95.125,50.834,77.512
3/29/1972,31.54,23.42,26.495,99.481,62.132,82.303
3/30/1972,30.59,22.79,26.476,95.52,66.161,84.344
3/31/1972,32.23,23.9,26.75,96.256,60.037,82.976
4/1/1972,32.6,22.19,27.197,93.75,52.901,77.025
4/2/1972,31.29,22.79,26.698,96.313,68.687,82.342
4/3/1972,28.11,21.06,25.231,95.846,77.895,84.391
4/4/1972,31.16,22.4,26.563,96.477,56.299,78.25
4/5/1972,31.69,22.91,26.19,93.68,52.751,78.933
4/6/1972,29.98,23.94,26.067,95.489,63.785,83.08
4/7/1972,31.64,24.62,27.083,98.058,59.437,83.687
4/8/1972,32.37,23.03,27.522,98.646,59.043,78.359
4/9/1972,32.31,24.22,28.096,95.108,50.525,74.47
4/10/1972,29.94,22.35,26.464,99.368,59.668,77.805
4/11/1972,32.74,22.82,27.852,97.812,47.26,73.84
4/12/1972,30.98,23.09,26.401,94.469,61.775,77.384
4/13/1972,32.97,22.05,26.06,96.989,61.465,81.251
4/14/1972,28.73,21.84,24.596,97.275,65.139,85.55
4/15/1972,29.7,21.05,24.878,94.402,64.769,82.699
4/16/1972,29.95,21.47,25.91,93.219,61.272,78.402
4/17/1972,30.7,22.36,25.893,95.644,70.012,82.295
4/18/1972,30.99,23.76,26.346,95.219,62.504,81.888
4/19/1972,31.13,24.87,27.667,99.177,66.697,84.216
4/20/1972,32.37,23.89,28.23,96.045,60.049,79.845
4/21/1972,33.65,24.95,28.855,95.455,51.829,75.416
4/22/1972,35.46,25.15,30.257,89.378,39.481,67.562
4/23/1972,36.53,25.16,30.294,88.76,31.233,60.975
4/24/1972,37.17,25.61,30.882,76.468,26.761,53.089
4/25/1972,36.32,26.49,31.14,90.434,28.803,59.883
4/26/1972,35.3,25.87,29.306,97.655,43.329,72.047
4/27/1972,34.47,25.48,28.645,91.873,46.811,75.293
4/28/1972,34.99,26.25,28.901,89.403,53.009,77.005
4/29/1972,35.92,25.66,29.666,90.847,50.779,75.316
4/30/1972,35.34,26.84,30.173,92.283,54.54,75.23
5/1/1972,35.7,27.02,30.853,90.925,52.267,72.821
5/2/1972,35.97,24.72,28.885,91.995,51.526,77.39
5/3/1972,31.24,25.25,28.197,97.71,61.959,82.757
5/4/1972,34.8,25.19,29.08,97.367,48.788,76.349
5/5/1972,33.25,25.58,29.529,98.002,54.174,77.081
5/6/1972,35.2,26.3,30.284,99.813,54.786,76.723
5/7/1972,35.33,25.38,30.615,96.979,54.665,76.13
5/8/1972,35.84,27.6,31.283,92.702,54.366,73.972
5/9/1972,34.92,26.13,30.699,92.939,50.136,71.771
5/10/1972,35.79,26.43,30.753,96.339,49.037,70.467
5/11/1972,36.15,27.19,30.883,92.344,47.327,70.963
5/12/1972,35.51,27.27,31.453,91.008,47.021,67.2
5/13/1972,37.06,26.81,31.623,90.752,42.326,65.495
5/14/1972,37.01,26.47,31.539,96.74,45.059,66.031
5/15/1972,37.19,26.93,31.611,92.827,42.904,66.256
5/16/1972,37.13,27.3,31.885,93.127,43.517,67.122
5/17/1972,36.98,27.2,31.645,94.051,46.327,69.832
5/18/1972,37.2,28.1,31.8,92.117,49.448,73.213
5/19/1972,37.1,24.13,31.112,95.99,48.721,72.968
5/20/1972,29.85,22.95,25.45,96.292,72.496,90.369
5/21/1972,27.45,22.39,24.489,99.731,79.743,91.285
5/22/1972,30.58,23.69,26.428,95.799,71.33,86.554
5/23/1972,29.95,24.42,26.273,98.881,75.737,89.698
5/24/1972,29.67,24.61,26.746,95.584,71.431,86.355
5/25/1972,29.41,25.44,26.729,95.471,72.467,86.678
5/26/1972,29.35,25.4,26.897,97.479,73.861,88.397
5/27/1972,31.12,24.7,27.762,95.221,78.079,87.888
5/28/1972,34.11,28.05,30.724,93.759,63.316,78.698
5/29/1972,34.08,26.59,30.837,97.092,60.977,79.049
5/30/1972,34.21,25.44,29.888,97.37,55.16,78.134
5/31/1972,33.86,26.4,30.233,95.148,55.825,75.387
6/1/1972,34.46,27.02,30.23,92.446,53.812,74.983
6/2/1972,34.41,26.28,30.13,96.623,57.12,76.136
6/3/1972,34.04,26.16,30.185,94.692,54.841,74.478
6/4/1972,32.56,26.54,29.566,92.097,65.582,77.569
6/5/1972,33.09,25.81,29.581,95.645,66.785,81.846
6/6/1972,33.91,27.82,30.431,95.636,66.469,80.121
6/7/1972,34.7,27.61,30.784,95.12,61.043,78.241
6/8/1972,34.92,27.34,31.265,96.922,58.648,77.439
6/9/1972,35.47,28.18,31.495,96.138,57.934,76.804
6/10/1972,34.99,28.34,31.751,92.882,57.32,74.902
6/11/1972,34.95,27.94,31.269,97.493,53.287,74.26
6/12/1972,36.12,27.11,30.213,95.177,53.471,78.284
6/13/1972,30.86,25.51,28.276,98.586,74.287,86.043
6/14/1972,28,25.08,26.773,98.352,88.222,93.315
6/15/1972,32.17,27.91,29.802,90.544,74.122,82.976
6/16/1972,30.74,27,28.745,94.1,82.307,89.711
6/17/1972,31.65,25.45,27.985,98.528,73.176,88.846
6/18/1972,28.51,24.53,26.648,99.951,88.862,93.983
6/19/1972,30.84,27.72,29.17,93.57,81.516,86.982
6/20/1972,31.79,27.7,29.592,89.424,76.808,82.706
6/21/1972,30.67,25.71,27.982,92.39,77.836,85.43
6/22/1972,30.25,24.86,27.156,95.12,73.17,87.107
6/23/1972,29.23,24.65,26.338,95.688,78.572,90.166
6/24/1972,29.01,24.96,26.857,93.783,76.189,86.72
6/25/1972,29.49,25.12,26.924,94.897,78.553,88.25
6/26/1972,29.84,25.7,27.555,96.099,73.85,86.483
6/27/1972,31.18,26.11,28.883,95.651,68.421,81.398
6/28/1972,33,26.21,28.941,94.472,63.037,80.876
6/29/1972,32.29,26.58,29.255,90.813,66.911,80.345
6/30/1972,32.95,26.19,29.141,89.158,67.194,79.363
7/1/1972,31.62,25.99,28.1,90.846,68.948,82.935
7/2/1972,31.28,26.25,28.519,93.409,73.88,83.54
7/3/1972,31.07,26.69,28.796,92.177,73.438,82.583
7/4/1972,32.36,26.72,28.704,92.01,65.352,80.074
7/5/1972,32.68,26.44,28.95,84.288,67.541,77.082
7/6/1972,29.42,25.74,27.923,87.848,73.919,80.614
7/7/1972,30.64,26.18,27.813,89.051,75.649,82.754
7/8/1972,30.39,25.73,27.904,93.448,73.263,83.467
7/9/1972,31.91,25.58,29.006,95.072,69.923,81.945
7/10/1972,32.69,25.95,28.784,94.236,68.427,81.602
7/11/1972,34.01,27,29.804,95.952,65.404,81.857
7/12/1972,34.25,26.65,30.659,97.142,63.33,81.101
7/13/1972,35.31,27.72,30.925,95.079,61.529,78.8
7/14/1972,31.61,25.99,28.744,91.032,68.637,80.954
7/15/1972,30.14,25.55,27.935,95.583,78.783,87.526
7/16/1972,29.17,25.86,27.653,93.455,78.939,86.279
7/17/1972,30.25,25.92,27.473,93.076,76.814,86.519
7/18/1972,29.1,25.94,27.333,92.87,81.496,87.565
7/19/1972,29.7,25.82,27.142,98.178,79.806,91.208
7/20/1972,31.25,26.93,28.443,93.272,71.008,83.982
7/21/1972,32.57,26.3,29.094,95.062,76.326,86.286
7/22/1972,30.07,25.45,27.472,95.883,79.663,90.476
7/23/1972,32.2,26.57,28.878,93.809,77.223,85.51
7/24/1972,30.41,26.91,28.658,94.847,81.787,88.545
7/25/1972,33.35,27.26,30.046,94.553,69.503,83.915
7/26/1972,33.15,28.03,30.004,91.713,69.736,83.557
7/27/1972,32.86,27.94,29.744,90.759,68.086,81.967
7/28/1972,29.61,26.7,27.418,98.236,82.62,92.307
7/29/1972,32.75,27.54,29.215,95.847,73.193,86.422
7/30/1972,30.39,26.25,27.678,96.056,74.774,89.035
7/31/1972,31.53,26.1,27.566,96.51,84.883,91.164
8/1/1972,33.2,26.06,28.765,95.253,73.119,87.657
8/2/1972,30.65,24.18,27.389,98.351,77.513,88.697
8/3/1972,33.16,26.45,28.554,94.195,66.444,85.046
8/4/1972,31.64,25.87,27.844,94.402,68.595,85.376
8/5/1972,28.45,24.97,26.375,97.883,82.661,91.073
8/6/1972,27.2,25.07,26.031,99.941,89.473,94.352
8/7/1972,28.48,25.86,26.956,94.009,80.782,87.77
8/8/1972,32.8,26.02,28.604,94.913,66.849,83.676
8/9/1972,30.79,25.85,27.798,96.963,76.255,88.123
8/10/1972,31.17,25.32,27.792,94.315,73.316,86.006
8/11/1972,32.16,25.13,27.483,94.437,64.616,84.768
8/12/1972,29.43,24.99,26.85,92.655,79.667,86.591
8/13/1972,29.04,25.14,26.411,92.891,78.62,89.079
8/14/1972,31.54,24.66,27.262,96.485,68.217,84.52
8/15/1972,26.35,24.31,25.094,97.354,86.271,94.118
8/16/1972,27.28,24.32,25.478,97.704,82.126,93.185
8/17/1972,29.63,24.61,26.169,96.43,76.278,90.069
8/18/1972,31.47,24.55,27.182,96.902,67.436,86.386
8/19/1972,31.32,25.42,27.849,97.771,67.973,85.821
8/20/1972,33.13,26.26,29.197,93.97,65.155,83.551
8/21/1972,31.74,25.5,28.258,94.012,69.935,83.617
8/22/1972,30.95,25.5,27.325,92.515,73.891,84.418
8/23/1972,30.46,25.17,27.506,92.685,75.23,85.507
8/24/1972,29.06,24.62,26.993,95.792,78.672,86.671
8/25/1972,29.19,24.75,26.67,97.417,73.438,88.06
8/26/1972,29.59,25.34,27.184,94.612,76.269,86.005
8/27/1972,30.63,23.78,26.647,98.291,70.703,86.878
8/28/1972,29.59,25.05,26.248,97.36,77.522,89.111
8/29/1972,30.99,25.01,27.718,95.86,60.437,78.987
8/30/1972,30.36,25.77,27.781,96.158,69.074,84.384
8/31/1972,30.56,25.92,27.617,93.256,70.733,84.444
9/1/1972,29.96,26.55,28.056,93.808,71.212,84.08
9/2/1972,31.42,25.25,28.099,93.534,66.626,83.815
9/3/1972,29.51,25.18,26.373,96.847,81.427,90.708
9/4/1972,30.08,25.08,26.593,96.725,74.019,89.036
9/5/1972,32.18,25.6,27.72,95.987,70.024,86.674
9/6/1972,31.59,25.96,27.757,95.309,64.54,85.828
9/7/1972,32.72,25.04,29.499,95.172,66.075,81.575
9/8/1972,33.95,26.76,29.92,97.602,62.896,82.887
9/9/1972,32.32,25.6,28.921,91.943,67.275,82.365
9/10/1972,30.25,25.34,27.388,94.499,67.896,83.099
9/11/1972,28.01,24.41,26.453,96.423,76.64,87.799
9/12/1972,30.02,25.32,27.352,97.014,71.696,85.457
9/13/1972,31.62,25.25,28.055,97.129,67.786,83.039
9/14/1972,32.3,26.23,28.427,94.525,59.944,79.587
9/15/1972,32.94,26.52,29.443,91.718,60.994,78.176
9/16/1972,33.04,26.59,29.302,95.491,62.262,82.674
9/17/1972,33.61,26.78,29.658,96.068,61.828,79.659
9/18/1972,33,26.31,29.74,97.773,62.764,82.544
9/19/1972,34,26.45,30.064,99.397,65.71,82.763
9/20/1972,34.15,27.52,30.637,97.491,60.706,80.52
9/21/1972,30.56,25.55,27.825,93.951,73.612,86.538
9/22/1972,30.44,25.5,27.203,94.618,72.896,86.698
9/23/1972,30.35,25.4,27.336,94.05,71.691,85.801
9/24/1972,31.24,25.33,27.896,96.783,69.483,84.224
9/25/1972,31.94,25.61,28.172,94.849,63.422,82.756
9/26/1972,32.21,25.21,28.337,94.188,67.507,84.192
9/27/1972,31.55,25.67,27.848,94.014,66.968,84.016
9/28/1972,31.94,25.26,28.131,94.863,60.811,80.848
9/29/1972,30.85,24.74,27.081,94.88,67.404,83.921
9/30/1972,28.59,23.99,26.17,97.526,76.494,89.238
10/1/1972,31.19,24.64,27.498,98.002,66.024,83.483
10/2/1972,32.66,24.26,28.037,93.783,56.002,77.971
10/3/1972,32.84,25.8,28.758,94.231,54.902,77.257
10/4/1972,33.4,25.06,28.838,95.401,61.6,80.551
10/5/1972,29.09,24.45,26.469,98.824,77.792,88.739
10/6/1972,29.92,24.16,26.657,97.235,70.665,86.593
10/7/1972,30.71,24.79,27.295,94.853,71.908,84.776
10/8/1972,30.7,24.92,26.217,96.263,72.204,90.159
10/9/1972,29.03,25.02,26.582,98.118,77.893,89.448
10/10/1972,31.58,24.13,27.602,99.24,71.161,85.965
10/11/1972,31.98,24.51,27.968,93.625,49.762,75.455
10/12/1972,31.59,23.56,27.43,93.745,48.632,71.455
10/13/1972,31.02,23.15,27.272,96.584,54.365,77.622
10/14/1972,30.82,23.95,27.004,95.335,57.085,79.268
10/15/1972,30.23,24.24,26.909,95.104,60.408,80.928
10/16/1972,30.86,24.29,27.277,95.901,60.907,81.023
10/17/1972,31.04,23.65,27.334,96.241,62.628,82.434
10/18/1972,31.25,22.68,26.466,96.781,58.089,82.684
10/19/1972,31.63,23.12,27.111,93.915,55.62,77.909
10/20/1972,32.55,21.5,26.846,94.667,42.597,74.704
10/21/1972,31.83,20.71,25.865,93.94,45.124,75.045
10/22/1972,31.16,21.29,26.044,97.932,47.166,75.344
10/23/1972,31.83,22.22,26.49,96.4,48.028,77.728
10/24/1972,31.86,20.93,26.18,94.007,42.117,73.285
10/25/1972,31.17,17.7,25.084,87.855,44.33,72.987
10/26/1972,30.91,19.11,25.045,93.605,37.64,70.49
10/27/1972,31.79,21.08,25.886,94.544,49.56,76.941
10/28/1972,32.18,21.78,26.242,94.167,51.496,77.633
10/29/1972,31.7,22.75,26.413,90.808,52.463,76.092
10/30/1972,28.71,21.11,24.409,90.922,60.199,77.22
10/31/1972,28.71,21.93,24.628,90.746,56.204,75.36
11/1/1972,30.06,19.32,24.601,88.326,49.085,69.98
11/2/1972,29.32,18.5,22.938,95.641,40.894,73.959
11/3/1972,29.46,20.32,24.6,90.251,45.015,69.306
11/4/1972,29.25,20.04,24.235,92.807,50.724,76.792
11/5/1972,30.44,20.94,24.815,92.584,48.693,75.493
11/6/1972,31.04,19.86,25.31,96.097,49.062,74.549
11/7/1972,31.36,19.51,25.1,93.365,42.652,71.177
11/8/1972,30.94,17.56,23.792,93.443,36.335,71.186
11/9/1972,30.47,17.24,23.194,94.515,37.769,68.548
11/10/1972,30.23,17.64,23.351,96.102,39.437,68.463
11/11/1972,30.44,19.03,23.726,92.119,39.418,70.121
11/12/1972,30.84,20.43,23.815,85.64,36.637,68.337
11/13/1972,29.28,19.47,23.874,90.934,43.681,68.248
11/14/1972,29.59,18.06,23.397,90.876,38.555,70.62
11/15/1972,29.44,16.84,22.656,96.88,35.683,70.351
11/16/1972,28.89,17.08,22.506,95.903,40.644,72.16
11/17/1972,28.8,17.8,22.695,93.345,41.228,69.618
11/18/1972,28.67,16.37,21.881,98.113,43.347,74.571
11/19/1972,29.17,17.38,22.308,93.834,42.902,73.158
11/20/1972,29.13,17.6,22.563,93.638,38.854,70.995
11/21/1972,29.61,16.99,22.815,95.962,41.159,72.978
11/22/1972,29.99,17.1,22.866,94.239,40.01,71.179
11/23/1972,30.22,18.57,23.467,87.094,40.905,69.841
11/24/1972,29.51,18.83,24.252,86.952,43.585,67.41
11/25/1972,30,19.52,23.535,92.608,41.134,72.404
11/26/1972,30.31,19.86,25.37,96.938,48.446,71.686
11/27/1972,27.38,19.94,23.497,96.518,66.035,84.104
11/28/1972,29.67,18.27,23.633,91.047,49.541,73.102
11/29/1972,29.79,17.94,23.435,88.493,45.006,68.88
11/30/1972,29.6,17,22.983,86.164,43.936,67.696
12/1/1972,29.47,16.6,21.97,96.079,38.297,68.448
12/2/1972,30.2,17.52,22.856,94.708,38.425,71.379
12/3/1972,31.26,16.23,22.565,94.606,34.652,67.861
12/4/1972,30.54,14.51,22.281,95.887,31.634,67.436
12/5/1972,28.87,14.84,20.22,92.518,37.66,73.123
12/6/1972,27.06,14.89,19.975,96.036,41.419,73.695
12/7/1972,27,13.89,20.048,94.289,39.971,70.147
12/8/1972,26.74,13.66,20.027,94.861,41.188,70.957
12/9/1972,27.06,14.53,20.642,97.961,41.172,71.048
12/10/1972,27.16,16.48,21.728,92.12,43.978,69.832
12/11/1972,28.05,16.04,21.376,90.703,39.966,68.864
12/12/1972,27.08,17,21.998,84.734,43.163,66.016
12/13/1972,25.87,13.5,19.956,85.298,31.39,59.397
12/14/1972,25.18,13.35,18.948,89.444,37.281,67.43
12/15/1972,25.39,13.53,19.398,94.757,41.926,70.055
12/16/1972,25.81,13.59,19.782,95.731,39.95,67.035
12/17/1972,26.19,13.88,19.559,95.991,40.346,69.401
12/18/1972,26.57,13.6,19.912,98.073,38.621,67.467
12/19/1972,27.34,14.34,20.715,95.147,37.001,66.181
12/20/1972,27.51,16.68,20.983,96.448,41.112,70.777
12/21/1972,28.45,18.91,22.574,93.632,43.679,71.676
12/22/1972,28.3,14.54,21.428,91.386,42.419,71.785
12/23/1972,26.52,15.65,20.239,83.87,27.115,58.996
12/24/1972,26.1,12.36,18.718,89.542,26.913,62.513
12/25/1972,25.77,12.06,18.457,89.343,28.761,62.418
12/26/1972,26.37,12.96,18.845,94.644,30.782,64.721
12/27/1972,26.12,14.9,18.615,89.541,33.235,67.585
12/28/1972,26.41,16.37,19.736,89.065,39.9,70.639
12/29/1972,26.36,14.05,20.251,97.701,40.601,70.359
12/30/1972,27.75,16.35,21.044,94.238,41.098,72.429
12/31/1972,27.61,17.15,21.618,97.203,40.447,70.311
1/1/1973,29.35,16.13,22.21,97.583,43.505,70.645
1/2/1973,27.8,13.69,19.713,93.255,25.238,59.168
1/3/1973,25.98,13.08,18.2,86.222,27.705,60.27
1/4/1973,26.18,11.55,17.676,91.263,25.702,61.111
1/5/1973,26.15,12.91,17.96,92.545,30.786,64.608
1/6/1973,25.12,13.12,18.178,90.99,41.92,69.389
1/7/1973,26.11,14.47,20.078,97.165,42.474,68.36
1/8/1973,28.18,17.24,21.376,93.497,46.321,71.392
1/9/1973,28.1,18.19,21.779,95.365,53.514,78.416
1/10/1973,28.12,14.67,21.527,90.372,49.83,72.239
1/11/1973,26.59,14.19,18.881,89.351,33.256,68.153
1/12/1973,27.05,15.07,21.453,92.885,44.696,69.93
1/13/1973,25.42,15.42,20.636,95.014,62.576,85.283
1/14/1973,24.27,14.91,19.07,89.574,33.161,63.24
1/15/1973,24.6,11.88,17.763,94.012,38.063,69.33
1/16/1973,23.68,9.56,16.801,87.637,34.146,64.266
1/17/1973,23.72,9.32,16.083,92.096,34.867,66.055
1/18/1973,24.73,12.47,17.688,87.983,36.515,65.071
1/19/1973,25.32,13.37,19.012,90.76,37.405,65.134
1/20/1973,27.41,14.22,19.047,94.958,37.597,67.895
1/21/1973,27.98,15.12,21.862,99.688,50.88,78.283
1/22/1973,26.86,13.25,20.51,90.229,43.074,62.64
1/23/1973,23.34,10.11,17.013,85.903,30.518,62.041
1/24/1973,24.58,9.69,15.857,88.112,26.954,64.516
1/25/1973,25.14,12.37,18.594,81.864,31.244,57.994
1/26/1973,26.38,11.46,18.913,89.053,29.249,57.623
1/27/1973,28.28,13.65,19.432,79.077,27.077,57.135
1/28/1973,29.49,14.16,21.382,78.296,25.486,52.82
1/29/1973,27.43,15.22,20.524,76.93,37.503,58.188
1/30/1973,28.32,14.72,20.988,81.524,35.44,60.433
1/31/1973,28.12,14.51,20.715,84.797,30.024,58.947
2/1/1973,24.1,15.53,19.125,94.629,45.631,73.622
2/2/1973,26.57,12.23,19.628,94.115,39.814,67.803
2/3/1973,27.52,12.25,19.642,87.354,26.007,55.214
2/4/1973,28.35,13.13,20.44,85.448,25.145,56.307
2/5/1973,29.15,14.44,21.707,85.507,30.302,57.541
2/6/1973,27.28,15.22,21.213,86.61,43.193,66.39
2/7/1973,26.93,13.11,19.5,89.016,31.429,63.025
2/8/1973,28.11,13.22,19.993,86.696,30.586,61.841
2/9/1973,29.14,14.77,21.04,89.048,31.204,62.817
2/10/1973,30.26,15.95,22.308,87.359,31.1,60.345
2/11/1973,30.16,15.86,22.866,88.953,27.869,58.236
2/12/1973,29.31,17.63,22.045,80.486,33.863,59.974
2/13/1973,30.24,16.84,22.558,88.105,32.353,61.15
2/14/1973,30.7,19.91,24.26,96.159,32.12,64.747
2/15/1973,31.95,20.71,25.165,96.362,32.401,69.647
2/16/1973,30.57,19.56,23.68,98.216,46.137,75.329
2/17/1973,30.12,20.22,24.628,96.829,40.885,72.746
2/18/1973,29.13,20.56,24.35,99.672,53.531,81.222
2/19/1973,30.3,19.62,23.93,95.775,27.076,62.819
2/20/1973,29.85,18.3,23.843,86.698,26.628,57.005
2/21/1973,30.66,17.84,25.101,87.556,25.869,53.054
2/22/1973,31.84,16.05,23.422,81.735,19.524,50.446
2/23/1973,30.85,16.48,22.543,71.028,18.683,46.649
2/24/1973,31.44,17.47,24.503,87.15,27.249,51.011
2/25/1973,32.51,19.81,25.364,88.088,28.791,55.34
2/26/1973,30.96,20.96,24.32,96.123,45.303,75.08
2/27/1973,26.9,21.61,24.432,95.08,65.775,80.36
2/28/1973,26.14,19.75,21.851,98.094,71.96,90.079
3/1/1973,24.23,20.2,21.737,96.838,75.659,89.335
3/2/1973,25.58,20,22.351,98.579,68.471,87.12
3/3/1973,23.89,17.63,20.647,94.139,65.155,84.426
3/4/1973,25.64,16.25,21.284,97.612,58.65,78.099
3/5/1973,27.98,15.57,21.608,94.854,39.17,70.918
3/6/1973,27.27,16.73,21.781,89.8,47.983,71.096
3/7/1973,27.24,15.78,21.009,94.944,47.484,74.672
3/8/1973,23.84,16.5,19.991,97.137,62.269,80.629
3/9/1973,26.94,17.16,22.015,96.089,48.204,74.769
3/10/1973,28.87,18.31,23.942,93.057,51.398,73.479
3/11/1973,31.1,21.04,25.938,93.721,55.464,77.368
3/12/1973,31.3,22.22,26.105,95.857,59.048,80.671
3/13/1973,29.31,15.86,23.802,93.783,36.355,64.805
3/14/1973,29.35,16.17,21.73,90.179,25.553,61.001
3/15/1973,29.43,16.41,23.775,93.338,27.971,59.42
3/16/1973,29.83,15.98,22.304,98.246,23.904,56.44
3/17/1973,31.34,15.12,22.17,87.945,24.448,56.294
3/18/1973,31.95,17.05,23.906,94.93,23.38,56.636
3/19/1973,33.55,18.18,26.236,95.701,27.227,60.439
3/20/1973,34.46,21.82,26.857,92.548,30.921,68.798
3/21/1973,34.1,22.02,26.668,88.389,28.824,63.205
3/22/1973,34.75,22.33,27.568,92.156,32.666,67.02
3/23/1973,34.54,21.64,27.603,96.137,30.954,65.327
3/24/1973,35.73,17.99,27.03,90.813,21.68,44.158
3/25/1973,35.99,18.83,26.923,80.852,19.548,49.999
3/26/1973,36.44,20.08,27.938,96.313,19.71,55.351
